Text,Ham,Spam
""" Good afternoon, investors. The market has now closed, so let's do a brief summary.""",1,0
today.update your PAN CARD for KYC verify your account login NetBanking KYC upload Click here https //cutt.ly/7PYSZER,0,1
"Fuck babe ... I miss you already, you know ? Can't you let me send you some money towards your net ? I need you ... I want you ... I crave you ...",1,0
"Watch MasterChef Hindi S2 for free! Your 30 days of FREE Airtel Xstream Play access is NOW ACTIVE! Get 15+ OTTs - Sony Live, LionsgatePlay, Fancode & more! Limited time offer. Click Below! https://open.airtelxstream.in/WatchForFree-sms",0,1
"JaslokHospitalMumbaiorganizes I be a H.R You be notice for home base J.O.B Now you can upto Rs.20,000/Day http // wa.me/918768749824",0,1
Get FREE 2GB DATA on Thanks App! Enjoy FREE 2GB data when you recharge with selected Prepaid recharges. T&C. Download Thanks App now i.airtel.in/free_2GBdata,0,1
"Ooh, 4got, i'm gonna start belly dancing in moseley weds 6.30 if u want 2 join me, they have a cafe too. ",1,0
This diwali let's do big savings. Get 75% off on salary withdrawals upto ?3000. Offer valid 25th Oct-13th Nov. Sign up now weurl.co/git5r1 Team Refyne,0,1
I hope your pee burns tonite.,1,0
On ma way to school. Can you pls send me ashley's number,1,0
Kuota mau habis Gunakan pulsa siaga Rp XXXX seharga Rp XXXX akan kami potong pada pengisian pulsa berikutnya Balas OK untuk menerima,0,1
A weak CPI report may slightly boost the confidence of Federal Reserve officials that inflation is declining,1,0
"Sorry,  in meeting I'll call you later",1,0
That's necessarily respectful,1,0
Alright i have a new goal now,1,0
Hello Davis James give me your number I 'm Daisy from Radio Miami and the ambient light system you fix for us last Tuesday break There be a backup system but you have to help fix it tomorrow morning just in case.Because tomorrow afternoon there will be an exclusive interview with Will Smith,0,1
Hey Mac Null upgrade your Metal card with no additional charge and get a power-packed experience today Check the banner on the dashboard now http // 1cardapp.page.link Team OneCard,0,1
Did you upload this video If so where can I find it http // mdh-ui-domain-and-hosting -myloc-03.net/ei/ kakgcaosibi,0,1
"Pickup of Online,AWB:23409913772622 not done as you want later pickup.For query call:02049116100, For feedback pls click fb.xbees.in/2h88h956 Xpressbees",0,1
Yup... From what i remb... I think should be can book... ,1,0
"Mmmmm ... It was sooooo good to wake to your words this morning, my Love!! Mmmm fuck ... I love you too, my Lion ... *devouring kiss from across the sea*",1,0
great loxahatchee xmas tree burning update: you can totally see stars here,1,0
"Sunshine Hols. To claim ur med holiday send a stamped self address envelope to Drinks on Us UK, PO Box 113, Bray, Wicklow, Eire. Quiz Starts Saturday! Unsub Stop",0,1
Big brotherÛ÷s really scraped the barrel with this shower of social misfits,1,0
now APPEALs winter SALE is upto 60%off on most of the garments only few days left. for MORE OFFERS visit at Shipra  Dlf  Rajouri  His-appeal&UTURN. ,0,1
Boy you best get yo ass out here quick,1,0
An Innings Defeat How many times have Sri Lanka suffered an innings defeat playing England ? 1) Two 2) Three 3) Four ^1/2/3 Reply within 24 hrs to get a video.,0,1
Just sleeping..and surfing,1,0
Misplaced your number and was sending texts to your old number. Wondering why i've not heard from you this year. All the best in your mcat. Got this number from my atlanta friends,1,0
Heehee that was so funny tho,1,0
the A-Leagues All Stars squad to take on FC Barcelona Last chance tovote bit.ly/3ycSlkm Reply STOP to XXXXXXXXXX to,0,1
Beauty sleep can help ur pimples too.,1,0
NO EMI TILL POSSESSION. Today group on Noida Exprsway offer once upon life time offer 2BR-930sft-Rs15  046pm Sample appt ready 5min from Amity 9999975317 ,0,1
"Hello, my love. What are you doing? Did you get to that interview today? Are you you happy? Are you being a good boy? Do you think of me?Are you missing me ?",1,0
So i asked how's anthony. Dad. And your bf,1,0
ANZ A new mobile device be register for ANZMobile on 29/06/2022 If this be NOT you take immediate action via deregister,0,1
We'll join the  &lt;#&gt;  bus,1,0
Video - Spanish GP Sebastian Vettel won the Spanish GP on Sunday. How many wins does he have this F1 season? 1) Three 2) Four 3) Five ^1/2/3 Reply within 24 hrs to get a video of his win.,0,1
"Hey ! I want you ! I crave you ! I miss you ! I need you ! I love you, Ahmad Saeed al Hallaq ...",1,0
"How is my boy? No sweet words left for me this morning ... *sighs* ... How goes you day, my love ? Did you start your studying?",1,0
Even u dont get in trouble while convincing..just tel him once or twice and just tel neglect his msgs dont c and read it..just dont reply,1,0
Thats cool. I want to please you...,1,0
reat News! TICKET TO THAILAND -Extended till 27-2-10 with 6.50Lac Alredy qualfiars will get 3moere gift if they do 3Lac b/w 22th-28thFeb'10-Sent 4rm 160by2.co,0,1
Friendship poem: Dear O Dear U R Not Near But I Can Hear Dont Get Fear Live With Cheer No More Tear U R Always my Dear. Gud ni8,1,0
"Good afternoon, my love ... How goes your day ? How did you sleep ? I hope your well, my boytoy ... I think of you ...",1,0
Protégez-vous de cambriolages avec l'alarme Verisure -XX sur nos pack protection Demandez votre devi gratuit,0,1
"1GB FREE DATA for data lovers like you! To avail the offer, visit Airtel Thanks App, TnC Apply i.airtel.in/FreeData1GB",0,1
Mubarak ho! Aapko diya ja raha hai 'AnA' Service Ka FREE SUBSCRIPTION. For more details Dial 5433402 Toll-Free ,0,1
Did u find out what time the bus is at coz i need to sort some stuff out.,1,0
Ã°ÂÂ¥Â³Looking forward to it,1,0
deliver your parcel today but nobody be in Pleaseschedule a new date via http //local -depot27.com,0,1
Thanks. Fills me with complete calm and reassurance! ,1,0
Book tickets on bookmyshow.com with HDFC Bank Visa Debit Card! 1st 200 to book get 2nd tkt for Re.1 & next 2000 get 20% off on 2nd tkt. T& ,0,1
A OI agradece pela sua colaboracao Favor informar o numero completo que enviou a mensagem somente numeros Esta mensagem nao serum cobrada.As informacoes enviadas foram registradas com sucesso ABANPARA Sr a Cliente novo Agendamento de Saque aniversario em sua conta acesse agora e saiba mais Evite o bloqueio de sua conta bparanotificacion.com,0,1
Foreign investors tend to cash out at market highs,1,0
Usually the person is unconscious that's in children but in adults they may just behave abnormally. I.ll call you now,1,0
He answered on call,1,0
Enjoy 600MB FREE WhatsApp XX bob only valid for X day Dial XXX XX X to subscribe today You will be charge 1bob for every 5MB once your bundle run out.Enjoy 10GB for XX day for only KSh XXXX while roam on One Airtel Dial XXX XX to purchase Roam Like Home data,0,1
Thank You for enrol in Congress party membership program Your enroller be K Prabhu Your detail will be verify You will get a message once approve,0,1
todo ilimitado o solicita linea nueva y consulta los servicio hogar que tenemos disponible,0,1
Yeah get the unlimited,1,0
The old party be run X power Ontario Greens be run X you Imagine what more Green MPPs can do Donate at http //gpo.ca/gogreen Reply STOP to opt-out,0,1
"I guess you could be as good an excuse as any, lol.",1,0
"Don't Think About \What u Have Got\"" Think About \""How to Use It That You Have Got\"" gooD ni8""",1,0
Today update your PAN Number Click here https //urlz.fr/j1YyISStradecodense Dear SBI your YONO SBI Will be blockedToday update your PAN Number Click here urlz.fr/j2rt,0,1
No message..no response..what happend? Any issues?,1,0
K.k:)advance happy pongal.,1,0
HI DARLIN IVE JUST GOT BACK AND I HAD A REALLY NICE NIGHT AND THANKS SO MUCH FOR THE LIFT SEE U TOMORROW XXX,1,0
Yes just finished watching days of our lives. I love it.,1,0
"Hi team, I am having teams issue, it's not working",1,0
Attenzione Banco BPM un nuovo dispositivo risulta associato alla sua app da Lugano se non sei tu blocca a http //is.gd/DOmZhs,0,1
"Sorry, I'll call later�.message me if urgent�",1,0
Where is that one day training:-),1,0
It's okay to not recommend stocks when the market is bad.,1,0
It's justbeen overa week since we broke up and already our brains are going to mush!,1,0
Back in brum! Thanks for putting us up and keeping us all and happy. See you soon ,1,0
K.k:)i'm going to tirunelvali this week to see my uncle ..i already spend the amount by taking dress .so only i want money.i will give it on feb 1,1,0
HIYA STU WOT U UP 2.IM IN SO MUCH TRUBLE AT HOME AT MOMENT EVONE HATES ME EVEN U! WOT THE HELL AV I DONE NOW? Y WONT U JUST TELL ME TEXT BCK PLEASE LUV DAN,1,0
"Ya they are well and fine., BBD(pooja) full pimples..even she become quite black..and ur rite here its too cold, wearing sweatter..",1,0
I'm at bruce &amp; fowler now but I'm in my mom's car so I can't park (long story),1,0
W ir benachricht igen Sie wei I ... procart.clickandmortar.pk/o-lh/ 1vcU,0,1
Ola Voce foi selecionado para trabalhar meio periodo periodo integral Mais de XXX dia Aceite esta vaga wa.me/5511983775156,0,1
Datetradingac Your Electricity Power will disconnect tonight at 9:30pm as your last month bill be n't update Call our officer XXXXXXXXXXX bpequities,0,1
Play UNLIMITED GAMES on your mobile for Rs5 ONLY! Click now!! http://203.115.112.5/vodafonegc/?source=wp_all Surfing Charges @10p/10kb,0,1
NEFT Transaction with reference number 456367 for Rs.9000  has been credited to the beneficiary account on 5th jan at 3.00PM.,1,0
K..then come wenever u lik to come and also tel vikky to come by getting free time..:-),1,0
Hannah have you visit the uncle and aunt in the nursing home these day Thanks for the reminder hope it do n't affect your life have a nice dayBut still nice to meet you you must be a kind-hearted person my name be Alina how about youYour name be Alina MY name be Alina,0,1
Anda mendapatkan bonus kuota internet 770MB cuma Rp 7700/31hr gratis Nadaku Disaat Patah Hati Dadali Balas SMS ini dgn ketik PATAHDptkn 1GB internet utk XX hr hanya dgn aktifkan IMBeats Rp 10.000/33 hr ppjg otomatis Musik Indonesia terupdate hanya di IMBeats bls sm ini dgn ketik IMBAnda terpilih utk mdptkn Nadaku I MISS YOU-RADJA GRATIS utk 3hr perpanjangan 1100/3hr Balas SMS ini dgn ketik OK,0,1
Lol grr my mom is taking forever with my prescription. Pharmacy is like 2 minutes away. Ugh.,1,0
"Jay told me already, will do",1,0
WINNER!7827156256 is chosen for $2500 CASH prize  call+38977148576 now,0,1
BEGUM XXXXXXXXXX be add you as reference on GalaxyCard to avoid legal action/police FIR against them Allow gc-t.in/ etYCQBYG,0,1
I need... Coz i never go before,1,0
I take it the post has come then! You must have 1000s of texts now! Happy reading. My one from wiv hello caroline at the end is my favourite. Bless him,1,0
"Uw aanslagbiljet be opnieuw uitgerekend u krijgt €418,41",0,1
The professor has been working hard still in a meeting,1,0
Tone Club: Your subs has now expired 2 re-sub reply MONOC 4 monos or POLYC 4 polys 1 weekly @ 150p per week Txt STOP 2 stop This msg free Stream 0871212025016,0,1
Mark works tomorrow. He gets out at 5. His work is by your house so he can meet u afterwards.,1,0
Bawarchi Deepika? See the attached photo - why do you think Deepika is making rotis? 1) She is learning how to 2) She is teaching the guys 3) She is cooking for her crew ^1/2/3 Reply free to get a funny behind-the-scenes video that'll reveal the truth of this scene from Aarakshan! ,0,1
Bancolombia te informa que el 14/08/2022 a la 15:43 los datos de seguridad fueron cambiados Si desconoces esta solicitud ingrese aqui http //inlnk.ru/ yOmN4BBancolombia te notifica que el 17/08/2022 a la 12:03 la Clave Principal fue bloqueada por su seguridad para activarla ingrese aqui http //rrj.nu/FLKxWmDB,0,1
Jus finished avatar nigro,1,0
yono account will be block today.please click herelink update your pan card Number thank you sbi http //bit.ly/3tdg7j8Dear sbi user your sbi yono account will be block today.please click here link update your pan card Number thank you sbi http //bit.ly/3tdg7j8,0,1
Last Day to move First Forward this weekend on shoppersstop.com Click bit.ly/FF_Mwtc Shop Watches & Earn 10x Reward points+Bonus points bit.ly/BRP421 T&C,0,1
Mensaje de texto a XXX XX XX XX SMS/MMS Banco BBVA No se puede utilizar su Tarjeta Debito Tienes que activar el nuevo sistema de seguridad web http //han.gl/BQJkI,0,1
Its good to hear from you,1,0
Blokirali smo vase kartice in podatke o racunu.Za deblokiranje se prijavite tukaj http //nlbklikin blokiran.infoV nasprotnem primeru bo vaš racun zaprt,0,1
"Ab 1 year Disney+ Hotstar VIP subscription pao apne Vi prepaid par Rs601 ke recharge se! Aur pao 3GB data/day + UL calls, Val 56 days. Click bit.ly/ViHotstar1",0,1
Thank you Keerthi . Wishes to you as well ??,1,0
Gentile cliente la invitiamo ad installare la nuova sicurezza web onde evitare il blocco del suo,0,1
I am not sure about night menu. . . I know only about noon menu,1,0
Dear customer thank you for shopping with Pantaloons. Please click the link to view your e-bill mm7.in/MTJJfybVup4E,0,1
"3 FREE TAROT TEXTS! Find out about your love life now! TRY 3 FOR FREE! Text CHANCE to 85555 16 only! After 3 Free, Msgs £1.50 each",0,1
"I haven't forgotten you, i might have a couple bucks to send you tomorrow, k? I love ya too",1,0
Then i buy.,1,0
Well good morning mr . Hows london treatin' ya treacle?,1,0
Pickup Completed Pigeon Favourite IC XX ... with track ID FMPR0303880900 from flipkart.com be pick up by an EKART wishmaster today Click to give feedback http //ekrt.in/P9Ggn1OuuuN,0,1
16:36 AVISO Un acceso no autorizado esta conectado a su cuenta onli ... AVISO Un acceso no autorizado esta conectado a su cuenta online Si no reconoce este acceso verifique inmediatamente http //is.gd/BBVA_SECURE,0,1
Was gr8 to see that message. So when r u leaving? Congrats dear. What school and wat r ur plans.,1,0
Matcehs are made in heaven we are the gateway for that visit www.ghmatrimony.com reg free TOLL FREE 18001036336 ISO9001:2008 C29700 ,0,1
Yup�its ok..,1,0
Are you there in room.,1,0
Sat right? Okay thanks...,1,0
एमपी किसान एप ई-उपार्जन पंजीयन एप ई-उपार्जन पोर्टल पर व्यक्तिगत मोबाइल कम्प्यूटर के अतिरिक्त विगत वर्ष के पंजीयन करने वाली सहकारी समितियों पर करने की सुविधा उपलब्ध कराई गई है।,0,1
T063L X X Prize semua pasaran,0,1
"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..understand?",1,0
Baja X kilo al me de forma sana y segura con ZENEXA lo mas moderno que existe para adelgazar Si quieres ser contactad responde este mensaje,0,1
I'm fine. Hope you are good. Do take care.,1,0
Omg it could snow here tonite!,1,0
Sorry completely forgot * will pop em round this week if your still here?,1,0
Free Delivery on Valentine 's Flo ... Yesterday 20:02 Order flower for your love one today and get free delivery on Valentine 's Day,0,1
Plots available at greater noida near pari chowk  regn ok. @ 2600/-per gauge.booking  starts with 30000/-onwards or full down.instalments also.call 9213241451.,0,1
May i call You later Please..I am busy ryt nw�,1,0
Le respect de votre vie privée est notre prioritéNos partenaires et nous-mêmes stockons et/ou accédons à de information stockées sur un terminal tell que le cooky et traitons les données personnelles telles que les identifiants uniques et le information standard envoyées par chaque terminal pour diffuser de publicités et du contenu personnalisés mesurer le performance de publicités et du contenu obtenir de données d'audience et développer et améliorer le produits.Avec votre permission nos partenaires et nous-mêmes pouvons utiliser de données de géolocalisation précises et d'identification par analyse du terminal En cliquant vous pouvez consentir aux traitements décrits précédemment Vous pouvez également accéder à des information plus détaillées et modifier vos préférences avant de consentir ou pour refuser de donner votre consentement Veuillez noter que certains traitements de vos données personnelles peuvent ne pa nécessiter votre consentement mais vous avez le droit de vous y opposer Vos préférences ne s'appliqueront qu à ce site web Vous pouvez modifier vos préférences à tout moment en revenant sur ce site web ou en consultant notre Politique de confidentialité,0,1
Text Message Wed Jun XX at 10:21 AMThis be an automated reminder about your appointment at 1:00PM on Jun XX with Triangle Painting Siding,0,1
Dear customer your SBI Bank account be Blocked due to Incomplete KYC plz Complete your KYC to call immediately 7998521578.Dear customer your SBI Bank account be Blocked due toIncomplete KYC plz Complete your KYC to call immediately XXXXXXXXXX,0,1
Ok then i will come to ur home after half an hour..is that fine?,1,0
"Price revising soon!! Agni Property Recommends Spaze Privy The Address in Sec-93, Gurgaon@28 Lac onwards. 2/3/4 BHK Apts available.To Book Call 9212255555 Now!",0,1
AWB:141368221619368 from Tata Cliq not fulfil as you be not available.For query call XXXXXXXXXXX For feedback pls click fb.xbees.in/NBUPumrW XpressbeesAWB:141368221619368 from Tata Cliq not fulfil as you be not available For query call XXXXXXXXXXX For feedback pls click fb.xbees.in/gwi6fWcL Xpressbees,0,1
Pay Income Tax any time   anywhere through ATM of: Axis Bank Bank of Maharastra Corporation Bank Union Bank of India One time Registration at nearest bank branch ,0,1
Dear Customer Your SBI Bank Net Banking Account Has Been Suspended by Today Please update your Pancard now visit the link http //cutt.ly/uPn55b9,0,1
Dear user you have an e-toll payment fail due to e-tag undetected Please pay now,0,1
Why what happened?,1,0
Hi..i got the money da:),1,0
Prepare for a successful future with Appin Technology Lab.Join,0,1
"You have been specially selected to receive a \3000 award! Call 08712402050 BEFORE the lines close. Cost 10ppm. 16+. T&Cs apply. AG Promo""",0,1
Want 2 get laid tonight? Want real Dogging locations sent direct 2 ur mob? Join the UK's largest Dogging Network bt Txting GRAVEL to 69888! Nt. ec2a. 31p.msg@150p,0,1
BBVA UN DISPOSITIVO no autorizado ha accedido a su banca digital Si no reconoce este acceso compruebe inmediatamente,0,1
place on hold due to unusual activity To re-activate go to ptsblogin.com and follow the on-screen instruction,0,1
"Beautiful Truth against Gravity.. Read carefully: ""Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it",1,0
"Buy 2, Get 2 FREE on EVERYTHING starting 5th August at UNLIMITED Fashion Store! Get extra 10% Cashback on HDFC cards. Watch collection bit.ly/3in3oVe TnC",0,1
PLOTS AT JAIPUR Highway  111 SqYd Plot In Rs. 1.99 LACS. B.Amnt 40  000. Balance-24 Interest Free Installments.Rate Revising Soon.Orginal Booking Open-9999251675,0,1
"Swap your faulty Spectranet device for a working FREEDOM MIFI for as low as N10,000 Also get 10GB Bonus on renewal Limited stock available HURRY T Cs applyMORE AWAITS YOU Get XXX Bonus Renew a/c XXXXXXXX today 10th Feb'22 on N10,235 plan Get 60GB 30GB+30GB Bonus http // selfcare.spectranet.com.ng/",0,1
So much for a `` tinypot competition '' 1502Fabrizio Romano USER ... X menit Manchester City be lead the race to sign Savinho talented Brazilian winger bear in XXXX MCFCOfficial bid to Atletico Mineiro €6.5m plus add-on and sell-on NextButuh dana dadakan UCan Ajukan sekarang dapat tunainya dan ekstra bonus XXXX IMPoin Penawaran terbatas Info http //im3.do/Ucan Dari IMPoin,0,1
WOT U UP 2 J?,1,0
Make new friend in your area for frndship to be happy and enjoy your life Call Priti-8001562434 NSHWAA,0,1
Then local admin should help you please someone help Jerold opening an it ticket,1,0
Dear Member We 're celebrate ur B'day at Pantaloons here 's apoints on shopping of Rs4000 in a single bill at our store or online in May'22To shop online avail offer click smsd.in/b44EAP9Bz,0,1
Kuota Paket Bundling sudah habis Akses data akan menggunakan kuota paket lain yg masih tersedia atau menggunakan PULSA SAFEKuota Paket Bundling sudah habis Akses data akan menggunakan kuota paket lain yg masih tersedia atau menggunakan PULSA SAFEKuota Paket Bundling sudah habis Akses data akan menggunakan kuota paket lain yg masih tersedia atau menggunakan PULSA SAFEKuota Paket Bundling sudah habis Akses data akan menggunakan kuota paket yg masih tersedia atau menggunakan PULSA SAFEKuota Paket Bundling sudah habis Akses data akan menggunakan kuota paket lain yg masih tersedia atau menggunakan PULSA SAFEKuota Paket Bundling sudah habis Akses data akan menggunakan kuota paket lain yg masih tersedia atau menggunakan PULSA SAFE,0,1
Santa Calling! Would your little ones like a call from Santa Xmas eve? Call 09058094583 to book your time.,0,1
Who is your favorite author? ^Your Favorite Author Reply within 24 hrs to help us get to know you better. ,0,1
You give us back my id proof and  &lt;#&gt;  rs. We wont allow you to work. We will come to your home within days,1,0
"He will, you guys close?",1,0
Rappi Queremos que vuelvas te damos XXXXX Creditos de regalo para que pidas lo que quieras http //rappi.app.link/RJC Validos hasta las 16h Aplican T C 447Rappi Para que no almuerces lo mismo ... Te regalamos XXXXX Creditos http //rappi.app.link/FD22 Validos hasta las 16h Aplica T C 447Rappi Vuelve Y descubre todo lo nuevo que tenemos con tus XXXXX Creditos de regalohttps //rappi.app.link/RJC Validos hasta las 22h Aplica T C XXX,0,1
I am waiting for your call sir.,1,0
Wellness Profile -health checkup from Thyrocare: Covers heart  thyroid  kidney  liver  diabetes & more. 63 Wellness Tests @home service with 33% Disc. : 09222201004 ,0,1
HL Your card end XXXX have beencredited with RM2899.00 at SHOPEE Pls call XX XXXX XXXX for enq,0,1
No KK,1,0
Thinking of u ;) x,1,0
"Eid Mubarak! Stay home, stay safe & enjoy blockbuster movies, live TV shows, news, web-series all on Vi Movies & TV app! Just click bit.ly/Vi-moviess",0,1
"HEY BABE! FAR 2 SPUN-OUT 2 SPK AT DA MO... DEAD 2 DA WRLD. BEEN SLEEPING ON DA SOFA ALL DAY, HAD A COOL NYTHO, TX 4 FONIN HON, CALL 2MWEN IM BK FRMCLOUD 9! J X",1,0
"sir, you will receive the account no another 1hr time. Sorry for the delay.",1,0
Bristhish columbia driver who have a auto insurance due the cost of rise fuel price To redeem see icbcgas-reedem.com,0,1
detectado actividad en su banca online le rogamos que acceda de forma segura a nuestra web,0,1
Rate revisng soon. Supertech presnts 2nd phase of CAPE TOWN at Sec74  Noida *2/3/4 bhk flat@29 lac onwrds *Adjoining 100 acres park Call-9560330007,0,1
New Releases Which movie would you like to watch this Friday? 1) Hollywood 2) Bollywood ^1/2 Reply within 24 hrs to know about the movies released today. ,0,1
Can't take any major roles in community outreach. You rock mel,1,0
today.update your PAN CARD for KYC verify your account login NetBanking KYC upload Click here https //rb.gy/qtgizi,0,1
Nice.nice.how is it working? Tell me once u r done�,1,0
U still painting ur wall?,1,0
RituWears brings Rakhi Special Offers   flat 50% off on Home section and many Apparels   DINNER SET 28 pcs Rs.999/- only   Offers valid till 24/8/10. T&C apply.,0,1
ribu Hub XXX XX dan Pilih X YA,0,1
"Good morning, im suffering from fever and dysentry ..will not be able to come to office today.",1,0
"Don't worry though, I understand how important it is that I be put in my place with a poorly thought out punishment in the face of the worst thing that has ever happened to me. Brb gonna go kill myself",1,0
Then ur sis how?,1,0
Inland Revenue Authority of Singapore important information enclose NR R733289893123 fail try again https //,0,1
Are you still getting the goods.,1,0
Dear User Bid s be create in GeM for your participate category Kindly login in GeM portal and participate in the Bid s,0,1
"Hi babe its Chloe, how r u? I was smashed on saturday night, it was great! How was your weekend? U been missing me? SP visionsms.com Text stop to stop 150p/text",0,1
Having lunch:)you are not in online?why?,1,0
picking them up from various points | going 2 yeovil | and they will do the motor project 4 3 hours | and then u take them home. || 12 2 5.30 max. || Very easy,1,0
Aiyo u so poor thing... Then u dun wan 2 eat? U bathe already?,1,0
"Biggest Diwali Offers@ VISHAL DryFruit Gift Pack(Mrp479) 60%OFF-Rs192 ONLY TODAY! + FREE-VIP Trolley,Duffle Bag + 7.5% SBI Cashback TnC",0,1
Llama da perdida Tiene un all ama da perd ida detalle s leelawatiarts.com/mo-f/ 3z4-EXLB6Hw1rVqB6B5 jv,0,1
"* Was a nice day and, impressively, i was sensible, went home early and now feel fine. Or am i just boring?! When's yours, i can't remember.",1,0
halo kaka sudah ambil hadiah get 350rb nya kak ting d bale ya kak kaka dapet hadiah nih dr situs aku kaka kkjadi gini kak kkanya daftar id premium di situs aku elsa buatkan terus kkanya depo minimal 100rb kka dapat bonus 350rb jadi total saldo kka 450rb ka bonus 350rb nya itu bisa kka tarik/wd dan sisa yg 100rb itu untuk kka mainkan ka,0,1
Your ANZ account access have be suspend Click here for re-verify your data http //anzweservice.cc/,0,1
Yeah. I got a list with only u and Joanna if I'm feeling really anti social,1,0
"Com a fatura digital e o debito em conta vc tem um desconto mensal de R 10,00 na fatura Economize colocando sua fatura no debito em conta clarobr.co/ DccoCom a fatura digital e o debito em conta vc tem um desconto mensal de R 10,00 na fatura Economize colocando sua fatura no debito em conta clarobr.co/ Dcco",0,1
or Safety Always SMS your Taxi/Auto/Bus/Lift taken Vehicle Number to 08010NEECIA (08010633242) before riding. Local SMS. Visit save.neecia.com for details ,0,1
"Good good, billy mates all gone. Just been jogging, again! Did enjoy concert?",1,0
This message was deleted,1,0
risulta un anomalia sul suo conto la invitiamo a verificare urgentemente al seguente link http //verifica-id-com .preview-domain.com 12:58,0,1
"England v Macedonia - dont miss the goals/team news. Txt ur national team to 87077 eg ENGLAND to 87077 Try:WALES, SCOTLAND 4txt/Ì¼1.20 POBOXox36504W45WQ 16+",0,1
Santander por favor introduzca la clave para completar elregistro en Apple Pay con su tarjeta terminada enSu tarjeta Santander terminada en tiene un estado actual de,0,1
1000's of girls many local 2 u who r virgins 2 this & r ready 2 4fil ur every sexual need. Can u 4fil theirs? text CUTE to 69911(£1.50p. m),0,1
I hate what she does... She turns what should be a fun trip into an annoying day of quarrels and whatever she want her house looks like..,1,0
nbelievable 2&3 BHK LUXURIOUS apprtmnt in GrNoida *Near Ngt Safari n Racing track *On TAJ XPRESSWAY *@20lakh onwrds *Possesn in 20 months SMS ICC to 5499 ,0,1
"Also sir, i sent you an email about how to log into the usc payment portal. I.ll send you another message that should explain how things are back home. Have a great weekend.",1,0
I am thinking of going down to reg for pract lessons.. Flung my advance.. Haha wat time u going?,1,0
it's really getting me down just hanging around.,1,0
"Hi, we saw that you could not complete your recharge. You can now try again to recharge your Airtel number. Click now i.airtel.in/RechargeNow",0,1
Bishan lar nearer... No need buy so early cos if buy now i gotta park my car...,1,0
INFO Se ha detectado un acceso no autorizado en su cuenta Si no lo reconoce verifique inmediatamente http //imagin.com-web-es.ru/,0,1
"Hello. No news on job, they are making me wait a fifth week! Yeah im up for some woozles and weasels... In exeter still, but be home about 3. ",1,0
Tracing Notification You have be in con tact with a confirmed case of the late vari ant Please order a free test-kit via,0,1
+33 X XX XX XX XX Assurance Maladie Expiration de votre carte vitale à mettre a jour impérativement,0,1
Y so late but i need to go n get da laptop...,1,0
"New Offer! Save upto 40\% electricity bill with Power Saver(GOVT. LAB TESTED), Rs. 1050/-(free home delivery) 3 Yr. Guarantee Call 9891943823,9891943780",0,1
Oh ok,1,0
Dear SBI user your SBI YONO Account will be block today.Please click here link update your PAN CARD number .https //is.gd/ ZUFKVF,0,1
Don't Lose out on First 30 Days FREE of any new service! Upgrade to Airtel Black & get 14+ OTTs like Amazon Prime & Disney+ Hotstar. Click i.airtel.in/blackPreDSL,0,1
Get the official ENGLAND poly ringtone or colour flag on yer mobile for tonights game! Text TONE or FLAG to 84199.,0,1
+33 X XX XX XX XX Votre nouvelle carte vitale est disponible veuillez remplir le formulaire afin de rester,0,1
njoy Happy Family Holidays with Club Mahindra! Sign up&amp; Get FREE 32 inch Panasonic LCD TV + 7 days internatnl holiday. Cal 9717902621 or sms HOLIDAY to 5454 ,0,1
Hemos anunciado los resultados del sorteo el XX-XX-XXXX X José X Viviana X Sandra http // amuyeh.com/3WiEzFE,0,1
"Since the XAI International Securities Trading Competition is divided into profit ranking and voting ranking, the Bajaj Finserv official group is still recruiting new members. At present, the number of followers of the Bajaj Finserv official group may have exceeded 150,000. This makes me realize that I need to be cautious in every move I make, because I am not investing one person's funds, but the funds of the entire group of students. After the competition starts, I have to ensure that each member can make a profit of more than 30% per week, so that I can get a higher profit ranking, and more people will vote for meÃ¢ÂÂÃ¯Â¸Â",1,0
"Best msg: It's hard to be with a person, when u know that one more step foward will make u fall in love.. &amp; One step back can ruin ur friendship.. good night:-) ...",1,0
"Mensaje de texto jue XX ago 17:14Su paquete esta listo para la entrega Confirmeel pago de aduanas de 1,79 €",0,1
Rithika this is acknowledged,1,0
"pakketnummer KG654669 be klaar voor levering bevestig de inklaringsbetaling waarvan het bedrag € 1,79 be via de volgende link http //r.d4v.is/xXZ",0,1
Your Maryland Unemployment Insurance Claim account be currently on hold for verification Please complete your verification by follow the instruction in the link below http //,0,1
Original Booking sec 68 Ggn Near Golf Course Extn Road AC aptt 2/3 BHK at 3750/sqft New price 4000+/sqft Dont miss Best for invest/end use Cont@9910069836 ,0,1
Opportunity to Own a flat next to golf course for just Rs.15 lakhs. AMRAPALI launches 'GOLF HOMES' at Smart City   Noida xtn. *2/3 bhk flat Sms IL to 54999 ,0,1
Should I and ram share our screen to Vasanth ?,1,0
Your Google account have be block and a security code have be send to your phone Reply back to this message with your six digit security code to confirm your phone number and reinstate your account,0,1
SEUR Su paquete no se puede entregar no se han cobrado la tasas aduana 2.99€ Puede pagar en este enlace http //s.id/1fCfa,0,1
"My sister in law, hope you are having a great month. Just saying hey. Abiola",1,0
K.k.how is your business now?,1,0
